DIN,FullName,GenericName,BrandName,Dosage,DosageForm
840009,PSYLLIUM SEED 500 MG CA,PSYLLIUM SEED,Psyllium Husk, 500 MG CA,CAPSULE
840165,VITAMIN E 250 UNIT/G KA,VITAMIN E,Vitamine E, 250 UNIT/G KA,CREAM (G)
840688,PYRIDOXINE HCL (VITAMIN B6) 0.5 MG CA,PYRIDOXINE HCL (VITAMIN B6),Formule B-6, 0.5 MG CA,CAPSULE
840742,GLUTAMIC ACID 340 MG TA,GLUTAMIC ACID,Acide Glutamique, 340 MG TA,TABLET
840858,FERROUS GLUCONATE/VIT B COMP  SL,FERROUS GLUCONATE/VIT B COMP  SL,Toni Com,,LIQUID
840912,VITAMIN E 20 UNIT CA,VITAMIN E,Theraplex Esules, 20 UNIT CA,CAPSULE
842958,OXYBENZONE/CINOXATE/SUNSCREEN  EH,OXYBENZONE/CINOXATE/SUNSCREEN  EH,Water Babies Little Licks Spf,,STICK (EA)
843512,YOHIMBINE HCL 6 MG TA,YOHIMBINE HCL,Yohimbine, 6 MG TA,TABLET
843539,PSEUDOEPHED/CODEINE/GUAIFEN 30-3.3-100 ST,PSEUDOEPHED/CODEINE/GUAIFEN,Benylin Codeine-D-E Syr, 30-3.3-100 ST,SYRUP
843547,PSEUDOEPHED/CODEINE/GUAIFEN 30-10-100 ST,PSEUDOEPHED/CODEINE/GUAIFEN,Benylin Codeine-D-E Rx Syr, 30-10-100 ST,SYRUP
843741,SULFACETAMIDE/PREDNISOLONE SP 10 %-0.23% SO,SULFACETAMIDE/PREDNISOLONE SP,Vasocidin Ophthalmic Solution, 10 %-0.23% SO,DROPS
843792,PHENYLEPHRINE HCL/ACETAMINOPHN 10MG-650MG PP,PHENYLEPHRINE HCL/ACETAMINOPHN,Neocitran Extra Strength Cold + Congestion, 10MG-650MG PP,PACKET
846341,FLUNARIZINE HCL 5 MG CA,FLUNARIZINE HCL,Sibelium, 5 MG CA,CAPSULE
846368,LEVAMISOLE HCL 50 MG TA,LEVAMISOLE HCL,Ergamisol, 50 MG TA,TABLET
846376,TICARCILLIN/K CLAVULANATE 3.1G HS,TICARCILLIN/K CLAVULANATE,Timentin For, 3.1G HS,VIAL
846392,CLOBAZAM 10 MG TA,CLOBAZAM,Frisium, 10 MG TA,TABLET
846414,PROCATEROL HCL 10 MCG AJ,PROCATEROL HCL,Pro-Air Aerosol, 10 MCG AJ,AER W/ADAP
846503,OMEPRAZOLE 20 MG CE,OMEPRAZOLE,Losec, 20 MG CE,CAPSULE DR
847305,BELLADONNA ALKALOIDS  SL,BELLADONNA ALKALOIDS  SL,Belladonna,,LIQUID
848417,DOCUSATE SODIUM 50 MG/ML ST,DOCUSATE SODIUM,Pms-Docusate Sodium, 50 MG/ML ST,SYRUP
848514,LIPASE/PROTEASE/AMYLASE 4K-11K-11K CE,LIPASE/PROTEASE/AMYLASE,Cotazym Ecs, 4K-11K-11K CE,CAPSULE DR
848999,BALSAM PERU  SL,BALSAM PERU  SL,Balsamum Peruv,,LIQUID
849146,ZINC GLUCONATE 50 MG CA,ZINC GLUCONATE,Phyto-Zinc, 50 MG CA,CAPSULE
849278,VIT A/VITAMIN D3/CLO/CAPELIN  SU,VIT A/VITAMIN D3/CLO/CAPELIN  SU,Scott'S Emulsion Of Cod Liver +elin Oil,,EMULSION
849421,RANITIDINE HCL 150 MG CA,RANITIDINE HCL,Zantac-C, 150 MG CA,CAPSULE
849448,RANITIDINE HCL 300 MG CA,RANITIDINE HCL,Zantac-C, 300 MG CA,CAPSULE
849790,ASCORBIC ACID/THIAMINE/MANG  TA,ASCORBIC ACID/THIAMINE/MANG  TA,Opti-Manganese + B1 + Clet,,TABLET
849804,ERGOCALCIFEROL (VIT D2)/MIN  TA,ERGOCALCIFEROL (VIT D2)/MIN  TA,Opti-Minplex + Dlet,,TABLET
849928,GALACTOSIDASE/BROMELAIN/PAPAIN 50-250-75 TA,GALACTOSIDASE/BROMELAIN/PAPAIN,Bromelain, 50-250-75 TA,TABLET
850047,MAGNESIUM 250 MG TA,MAGNESIUM,Opti-Mag, 250 MG TA,TABLET
850063,CALCIUM/VITAMIN D2 300MG-100 TC,CALCIUM/VITAMIN D2,Opti-Cal Chewable +Dlet, 300MG-100 TC,TAB CHEW
850195,DEXTROMETHORPHAN/PSEUDOEPHED 15-30MG/5 SL,DEXTROMETHORPHAN/PSEUDOEPHED,Novahistex Dm, 15-30MG/5 SL,LIQUID
850209,DEXTROMETHORPHAN/PSEUDOEPHED 7.5-15MG/5 ST,DEXTROMETHORPHAN/PSEUDOEPHED,Novahistine Dm, 7.5-15MG/5 ST,SYRUP
850675,METHYLTESTOSTERONE 10 MG CA,METHYLTESTOSTERONE,Virlone, 10 MG CA,CAPSULE
850683,TESTOSTERONE CYPIONATE 200 MG/ML HV,TESTOSTERONE CYPIONATE,Virilon-Im, 200 MG/ML HV,VIAL
850780,POTASSIUM CHLORIDE 2 MEQ/ML HH,POTASSIUM CHLORIDE,Strong Potass Chloride, 2 MEQ/ML HH,AMPUL
851388,SODIUM CHLORIDE 0.9 % AM,SODIUM CHLORIDE,Nasal Physiologi Soltn Of Sod Chloride, 0.9 % AM,MIST
851531,AA 4.25 %/CALCIUM/LYTES/D25W 4.25 % HM,AA ,Aminosyn Ii With Electrolytes In Dextroseection With Calcium, 4.25 %/CALCIUM/LYTES/D25W 4.25 % HM,IV SOLN
851566,AA 3.5 %/CALC/LYTES/DEXT 25 % 3.5 % HM,AA 3.5 %/CALC/LYTES/DEXT ,Aminosyn Ii With Electrolytes In Dextrose With Calcium, 3.5 %/CALC/LYTES/DEXT 25 % 3.5 % HM,IV SOLN
851574,AA 4.25%/CALCIUM/LYTES/DEX 20% 4.25 % HM,AA 4.25%/CALCIUM/LYTES/DEX ,Aminosyn Ii With Electrolytes In Dextroseection With Calcium, 4.25%/CALCIUM/LYTES/DEX 20% 4.25 % HM,IV SOLN
851736,MOMETASONE FUROATE 0.1 % OA,MOMETASONE FUROATE,Elocom Ointment, 0.1 % OA,OINT. (G)
851744,MOMETASONE FUROATE 0.1 % KA,MOMETASONE FUROATE,Elocom Cream, 0.1 % KA,CREAM (G)
851752,BUDESONIDE 200 MCG AY,BUDESONIDE,Pulmicort Turbuhaler, 200 MCG AY,AER POW BA
851760,BUDESONIDE 400 MCG AY,BUDESONIDE,Pulmicort Turbuhaler, 400 MCG AY,AER POW BA
851779,FELODIPINE 5 MG TI,FELODIPINE,Plendil, 5 MG TI,TAB ER 24H
851787,FELODIPINE 10 MG TI,FELODIPINE,Plendil, 10 MG TI,TAB ER 24H
851795,ENALAPRIL SODIUM 2MG(2.5MG) TA,ENALAPRIL SODIUM,Vasotec, 2MG(2.5MG) TA,TABLET
851957,CEFTRIAXONE SODIUM 10 G HS,CEFTRIAXONE SODIUM,Rocephin, 10 G HS,VIAL
852015,ACETYLSALICYLIC ACID 500 MG TE,ACETYLSALICYLIC ACID,Entrophen Ect, 500 MG TE,TABLET DR
852074,BUDESONIDE 100 MCG AY,BUDESONIDE,Pulmicort Turbuhaler, 100 MCG AY,AER POW BA
852082,NIFEDIPINE 10 MG TA,NIFEDIPINE,Adalat Ftlet, 10 MG TA,TABLET
852341,ACETIC ACID/ALUMINUM ACETATE  SO,ACETIC ACID/ALUMINUM ACETATE  SO,Star-Otic Solution,,DROPS
852384,NITROGLYCERIN 0.4MG/HR PV,NITROGLYCERIN,Transderm-Nitro, 0.4MG/HR PV,PATCH TD24
852457,0.9 % SODIUM CHLORIDE 0.9 % HH,0.9 % SODIUM CHLORIDE,Sodium Chloride , 0.9 % HH,AMPUL
852597,"DIMETH/ZINC OXIDE/PETROLAT,WHT  OA","DIMETH/ZINC OXIDE/PETROLAT,WHT  OA",Diaper Guard Ont,,OINT. (G)
853216,HERBAL DRUGS/VALERIAN  ST,HERBAL DRUGS/VALERIAN  ST,Relaxol Syrup,,SYRUP
853585,CHLORHEXIDIN/ISOPROPYL ALCOHOL 2 %-4 % SL,CHLORHEXIDIN/ISOPROPYL ALCOHOL,Foam Care Chg Surgical Hand Scrub, 2 %-4 % SL,LIQUID
853593,EDETIC ACID/CHLOROXYLENOL 0.2%-1.5% SL,EDETIC ACID/CHLOROXYLENOL,Foam Care Pcmx Surgical Hand Scrub, 0.2%-1.5% SL,LIQUID
853615,IODINE  SL,IODINE  SL,Foam Care Pvp Iodophor Surg Hand Scrub,,LIQUID
855685,PHENOLPHTHALEIN 65 MG TC,PHENOLPHTHALEIN,Feen-A-Mint Chocolate Mint Laxative, 65 MG TC,TAB CHEW
855774,AUROTHIOGLUCOSE 50 MG/ML HV,AUROTHIOGLUCOSE,Solganal, 50 MG/ML HV,VIAL
855812,PROPOFOL 10 MG/ML HH,PROPOFOL,Diprivan, 10 MG/ML HH,AMPUL
856142,OXYBEN/HOMOSAL/CINOX/SUNSCREEN SPF 25 SK,OXYBEN/HOMOSAL/CINOX/SUNSCREEN SPF,Coppertone Sunblock Waterproof Lot Spf25, 25 SK,LOTION
857211,CALCIUM LACTATE 100 % PA,CALCIUM LACTATE,Calcium Lactate Usp Powder, 100 % PA,POWDER
857270,VIT E/CALCIUM CARB/SELENIUM 225-100-25 TA,VIT E/CALCIUM CARB/SELENIUM,Vitamin E Calcium And Selenium, 225-100-25 TA,TABLET
857378,PADIMATE O 4 % JG,PADIMATE O,Sun Pacer Protect Light Bronzing Gel Spf4, 4 % JG,GEL (GRAM)
857416,TIO2/OXYBENZONE/PDO/CINOXATE  KA,TIO2/OXYBENZONE/PDO/CINOXATE  KA,Sun Pacer Protective Sun Block Spf30,,CREAM (G)
857548,PIPERACILLIN SODIUM 40 G HS,PIPERACILLIN SODIUM,Pipracil Pharmacy Bulk, 40 G HS,VIAL
857599,GOSERELIN ACETATE 3.6 MG IA,GOSERELIN ACETATE,Zoladex Depot, 3.6 MG IA,IMPLANT
857645,TANNIC ACID 7 % JG,TANNIC ACID,Zilactin Medicated Gel, 7 % JG,GEL (GRAM)
857653,TETRAHYDROZOLINE/POLYETHYL GLY 0.05 %-1 % SO,TETRAHYDROZOLINE/POLYETHYL GLY,Visine Extra-Red Reliever Oph Soln, 0.05 %-1 % SO,DROPS
857777,SODIUM CHLORIDE 0.7 % SO,SODIUM CHLORIDE,Saline From Otrivin Nasal Drops, 0.7 % SO,DROPS
858293,BELLADONNA ALKALOIDS  PA,BELLADONNA ALKALOIDS  PA,Belladonna,,POWDER
860212,IODINE/KELP  TA,IODINE/KELP  TA,Opti-Iodinelets,,TABLET
860255,ZINC/COPPER  TA,ZINC/COPPER  TA,Opti-Zinc,,TABLET
860263,IRON 25 MG TA,IRON,Opti-Iron , 25 MG TA,TABLET
860336,TRICLOSAN 0.2 % EE,TRICLOSAN,Prefer Antibacterialuid Soap, 0.2 % EE,LIQ. SOAP
860425,HEMODIALYSIS SOLN 19 WITHOUT K 1-0.5MMOL SA,HEMODIALYSIS SOLN ,Acid Concentrate D12186, 19 WITHOUT K 1-0.5MMOL SA,SOLUTION
860468,HEMODIALYS #10 WITHOUT K OR CA 0.38MMOL/L SA,HEMODIALYS #10 WITHOUT K OR CA,Acid Concentrate D12203, 0.38MMOL/L SA,SOLUTION
860565,HEMODIALYSIS SOLUTION NO.29 3-1.25MMOL SA,HEMODIALYSIS SOLUTION NO.29,Acid Concentrate D12201, 3-1.25MMOL SA,SOLUTION
860611,HEMODIALYSIS SOLUTION NO.47 1-1-.5MMOL SA,HEMODIALYSIS SOLUTION NO.47,Acid Concentrate D12188, 1-1-.5MMOL SA,SOLUTION
860743,LOPERAMIDE HCL 2 MG TA,LOPERAMIDE HCL,Imodiumlets, 2 MG TA,TABLET
860786,DINOPROSTONE 0.5 MG/3 G JU,DINOPROSTONE,Prepidil Gel, 0.5 MG/3 G JU,GEL/PF APP
860964,COAL TAR 5 % SS,COAL TAR,Tegrin Medicated Shp Lot Extra, 5 % SS,SHAMPOO
861030,SILVER ACETATE 6 MG TL,SILVER ACETATE,Smokerette Lozenges, 6 MG TL,LOZENGE
861197,LIDOCAINE HCL 3 MG/ML HJ,LIDOCAINE HCL,Atelocollagen Implant, 3 MG/ML HJ,CARTRIDGE
861634,WARFARIN SODIUM 1 MG TA,WARFARIN SODIUM,Coumadin, 1 MG TA,TABLET
861979,TRACE METALS  HH,TRACE METALS  HH,Trace Elements Solution,,AMPUL
862304,BACITRACIN ZINC/POLYMYXIN B 500-10K/G OA,BACITRACIN ZINC/POLYMYXIN B,Polytracin Ointment, 500-10K/G OA,OINT. (G)
862754,GUAR GUM 500 MG CA,GUAR GUM,Dietrol, 500 MG CA,CAPSULE
863068,"OXYBENZONE/CINOX/PETROLAT,WHT  JG","OXYBENZONE/CINOX/PETROLAT,WHT  JG",Vaseline Lip Therapy Spf15 Gel,,GEL (GRAM)
863866,IOHEXOL 302 MG/ML HV,IOHEXOL,Omnipaque-140, 302 MG/ML HV,VIAL
863882,FLURBIPROFEN 200 MG CS,FLURBIPROFEN,Froben-Sr, 200 MG CS,CAPSULE ER
863890,NILUTAMIDE 50 MG TA,NILUTAMIDE,Anandron, 50 MG TA,TABLET
863904,NILUTAMIDE 100 MG TA,NILUTAMIDE,Anandron, 100 MG TA,TABLET
864048,KETOROLAC TROMETHAMINE 10 MG TA,KETOROLAC TROMETHAMINE,Toradol, 10 MG TA,TABLET
864587,MAGNESIUM OXIDE/VIT E MIX  CA,MAGNESIUM OXIDE/VIT E MIX  CA,Leritone-Magnesium Vitamin E,,CAPSULE
864692,ZINC OXIDE 10 % KA,ZINC OXIDE,Triple Care Cream, 10 % KA,CREAM (G)
864706,COAL TAR  SS,COAL TAR  SS,Pentrax Gold,,SHAMPOO
864897,OXYBENZONE/AVOBENZONE/OCTINOX  SK,OXYBENZONE/AVOBENZONE/OCTINOX  SK,Ombrelle-15 Lot,,LOTION
865095,PERIT. DIALYSIS NO.6-1.5 % DEX 1.25MMOLCA HY,PERIT. DIALYSIS NO.6-1.5 % DEX,Dianeal Pd4d Solution With , 1.25MMOLCA HY,IP SOLN
865109,PERITON.DIALYSIS 7-2.5 % DEXTR 1.25MMOLCA HY,PERITON.DIALYSIS ,Dianeal Pd4d Solution With , 7-2.5 % DEXTR 1.25MMOLCA HY,IP SOLN
865117,PERITON.DIALYSIS 8-4.25 % DEXT 1.25MMOLCA HY,PERITON.DIALYSIS ,Dianeal Pd4d Solution With , 8-4.25 % DEXT 1.25MMOLCA HY,IP SOLN
865516,GANCICLOVIR SODIUM 500 MG HS,GANCICLOVIR SODIUM,Cytovene, 500 MG HS,VIAL
865974,PENTAMIDINE ISETHIONATE 60 MG HS,PENTAMIDINE ISETHIONATE,Pneumopent, 60 MG HS,VIAL
866598,SALICYLIC ACID/PYRITHIONE ZINC 2 %-1 % SS,SALICYLIC ACID/PYRITHIONE ZINC,X-Seb Plus Conditioning Shampoo, 2 %-1 % SS,SHAMPOO
866601,SALICYLIC ACID/COAL TAR/MENTH 3 %-10%-1% SS,SALICYLIC ACID/COAL TAR/MENTH,X-Seb T Plus Conditioning Shampoo, 3 %-10%-1% SS,SHAMPOO
867381,CHLORPHENIRAMINE/PSEUDOEPHED 24MG-240MG CB,CHLORPHENIRAMINE/PSEUDOEPHED,Once-A-Day Benylin Cold, 24MG-240MG CB,CAP ER 12H
867780,BENZOIC ACID  PC,BENZOIC ACID  PC,Benzoic Acid,,CRYSTALS
868965,CEFIXIME 100 MG/5ML PD,CEFIXIME,Suprax, 100 MG/5ML PD,SUSP RECON
868973,CEFIXIME 200 MG TA,CEFIXIME,Suprax, 200 MG TA,TABLET
868981,CEFIXIME 400 MG TA,CEFIXIME,Suprax, 400 MG TA,TABLET
869031,NAPROXEN SODIUM 550 MG TA,NAPROXEN SODIUM,Anaprox Ds, 550 MG TA,TABLET
869317,MORPHINE SULFATE 25 MG/ML HH,MORPHINE SULFATE,Morphine Forte, 25 MG/ML HH,AMPUL
869325,MORPHINE SULFATE 50 MG/ML HH,MORPHINE SULFATE,Morphine Extra-Forte, 50 MG/ML HH,AMPUL
869872,CHLOROPHYLLIN COPPER COMPLEX 100 MG TA,CHLOROPHYLLIN COPPER COMPLEX,Pals, 100 MG TA,TABLET
870153,CARBOXYMETHYLCELLULOSE SODIUM 1 % DB,CARBOXYMETHYLCELLULOSE SODIUM,Refresh Celluvisc, 1 % DB,DROPER GEL
870455,DM/PSEUDOEPHED/ACETAMINOPH/CPM 7.5-80-0.5 TC,DM/PSEUDOEPHED/ACETAMINOPH/CPM,Children'S Tylenol Cold And Cough, 7.5-80-0.5 TC,TAB CHEW
870749,TRIFLUOPERAZINE HCL 2 MG CS,TRIFLUOPERAZINE HCL,Natrum Mur Granules, 2 MG CS,CAPSULE ER
870900,AMINO AC 8.5%/LYTES/DEXT 40 % 8.5 % HM,AMINO AC 8.5%/LYTES/DEXT ,Travasol , 8.5%/LYTES/DEXT 40 % 8.5 % HM,IV SOLN
870935,CARBIDOPA/LEVODOPA 50MG-200MG TS,CARBIDOPA/LEVODOPA,Sinemet Cr, 50MG-200MG TS,TABLET ER
871095,MOMETASONE FUROATE 0.1 % SK,MOMETASONE FUROATE,Elocom Lotion, 0.1 % SK,LOTION
872296,PARENTERAL AMINO ACID 10% NO.6 10 % HM,PARENTERAL AMINO ACID ,Travasol, 10% NO.6 10 % HM,IV SOLN
872458,COPPER 3 MG TA,COPPER,Opti-Copperlet, 3 MG TA,TABLET
872504,OXYBEN/HOMOSAL/CINOX/SUNSCREEN  SK,OXYBEN/HOMOSAL/CINOX/SUNSCREEN  SK,Noxzema Sun Protection Lot Spf25,,LOTION
872970,BENZOCAINE/CETYLPYRIDINIUM CHL 20-0.5 SL,BENZOCAINE/CETYLPYRIDINIUM CHL,Kank-A Blistex, 20-0.5 SL,LIQUID
873195,CETRIMIDE 0.5 % SX,CETRIMIDE,Cetrimide Tincture, 0.5 % SX,TINCTURE
873292,FLUOCINOLONE ACETONIDE 0.01 % SQ,FLUOCINOLONE ACETONIDE,Derma Smoothe/Fs, 0.01 % SQ,OIL
873454,ERYTHROMYCIN BASE 333 MG CE,ERYTHROMYCIN BASE,Eryc Delayed-Releasesules, 333 MG CE,CAPSULE DR
873586,OXYBENZONE/CINOXATE/SUNSCREEN  JG,OXYBENZONE/CINOXATE/SUNSCREEN  JG,Shade,,GEL (GRAM)
873985,CHOLECYSTOKININ 75 UNIT HS,CHOLECYSTOKININ,Cholecystokinin, 75 UNIT HS,VIAL
874000,SECRETIN 75 UNIT HS,SECRETIN,Secretin, 75 UNIT HS,VIAL
874019,FLUMAZENIL 0.1 MG/ML HV,FLUMAZENIL,Anexate, 0.1 MG/ML HV,VIAL
874132,METHOTREXATE SODIUM 2.5 MG TA,METHOTREXATE SODIUM,Rheumatrex, 2.5 MG TA,TABLET
874167,ONABOTULINUMTOXINA 100 UNIT HS,ONABOTULINUMTOXINA,Oculinum, 100 UNIT HS,VIAL
874469,NACL INH/NEBULIZER 0.9 % YK,NACL INH/NEBULIZER,Aquapak, 0.9 % YK,KIT
874582,DEXAMETHASONE SODIUM PHOSP/PF 10 MG/ML HV,DEXAMETHASONE SODIUM PHOSP/PF,Dexamethasone Sod Phosph, 10 MG/ML HV,VIAL
874736,CASCARA FLUID EXT/MAG HYDROX 4.95ML-750 SC,CASCARA FLUID EXT/MAG HYDROX,Cas-Mag, 4.95ML-750 SC,ORAL SUSP
874744,SODIUM CHLORIDE 0.9 % YM,SODIUM CHLORIDE,Sterile Wipes, 0.9 % YM,PAD
874825,PRAMOXINE HCL/MENTHOL/CAMPHOR 1-0.5-0.5% SK,PRAMOXINE HCL/MENTHOL/CAMPHOR,Sarna P, 1-0.5-0.5% SK,LOTION
874833,INOSITOL/ASCORBIC ACID (VIT C) 22.5-5MG TA,INOSITOL/ASCORBIC ACID (VIT C),Cyruta, 22.5-5MG TA,TABLET
875058,ATTAPULGITE 300 MG TC,ATTAPULGITE,Kaopectate Chewable, 300 MG TC,TAB CHEW
875309,VITAMIN A/CYANOCOBALAMIN/MANG 2MCG-26MG CA,VITAMIN A/CYANOCOBALAMIN/MANG,Formule, 2MCG-26MG CA,CAPSULE
875317,DM/PSEUDOEPHED/ACETAMINOPHEN 30-60-500 TA,DM/PSEUDOEPHED/ACETAMINOPHEN,Sudafed Cough And Coldlet, 30-60-500 TA,TABLET
875848,OLSALAZINE SODIUM 250 MG CA,OLSALAZINE SODIUM,Dipentum, 250 MG CA,CAPSULE
875872,PEPPERMINT OIL 187 MG CE,PEPPERMINT OIL,Colpermin Enteric Coated, 187 MG CE,CAPSULE DR
875880,EPOETIN ALFA 4000/ML HV,EPOETIN ALFA,Eprex Sterile Sol, 4000/ML HV,VIAL
875899,EPOETIN ALFA 10000/ML HV,EPOETIN ALFA,Eprex Sterile Sol, 10000/ML HV,VIAL
878626,HYDROCORTISONE SOD SUCCINATE 1000 MG HS,HYDROCORTISONE SOD SUCCINATE,Hydrocortisone Sodium Succinateection, 1000 MG HS,VIAL
878634,DIPHENHYDRAMINE HCL 1 % AS,DIPHENHYDRAMINE HCL,Clear Caladryl Spray, 1 % AS,SPRAY
878707,CLOBETASOL PROPIONATE 0.05 % SK,CLOBETASOL PROPIONATE,Alti-Clobetasol Propionate Scalp Application, 0.05 % SK,LOTION
878782,DESIPRAMINE HCL 100 MG TA,DESIPRAMINE HCL,Norpramin, 100 MG TA,TABLET
878820,CEFOTETAN DISODIUM 1 G HS,CEFOTETAN DISODIUM,Cefotan, 1 G HS,VIAL
878839,CEFOTETAN DISODIUM 2 G HS,CEFOTETAN DISODIUM,Cefotan, 2 G HS,VIAL
878928,AMLODIPINE BESYLATE 5 MG TA,AMLODIPINE BESYLATE,Norvasc, 5 MG TA,TABLET
878936,AMLODIPINE BESYLATE 10 MG TA,AMLODIPINE BESYLATE,Norvasc, 10 MG TA,TABLET
879037,BISMUTH SUBSALICY/CALCIUM CARB 262-350 MG TA,BISMUTH SUBSALICY/CALCIUM CARB,Pepto-Bismol, 262-350 MG TA,TABLET
879851,"IRON/QUERC/FOLIC/B,C/MN CMB 21 50-25-1MG TA","IRON/QUERC/FOLIC/B,C/MN CMB ",Hemoplex, 21 50-25-1MG TA,TABLET
879967,GUAIFENESIN/DM/PSEUDOEPHEDRINE 50-7.5 SL,GUAIFENESIN/DM/PSEUDOEPHEDRINE,Novahistine Dm Expectorant, 50-7.5 SL,LIQUID
880019,ETHYL ALCOHOL/CHLOROXYLENOL 40 %-0.5 % ET,ETHYL ALCOHOL/CHLOROXYLENOL,Sani-Dex Antimicrobial Hand Wipes, 40 %-0.5 % ET,MED. PAD
880183,LACTIC ACID/GLYCERIN  SK,LACTIC ACID/GLYCERIN  SK,Epilyt Lotion,,LOTION
880361,AMMONIUM PHOSPHATE  PA,AMMONIUM PHOSPHATE  PA,Ammonium Phosphate,,POWDER
881228,DEXTROMETHORPHAN HBR/PPA/CPM  PP,DEXTROMETHORPHAN HBR/PPA/CPM  PP,Snaplets-Multi Powder,,PACKET
881457,SOD FLUORIDE/CAL PHOS/MULTIVIT  TC,SOD FLUORIDE/CAL PHOS/MULTIVIT  TC,Centrum Junior With Fluoride,,TAB CHEW
881635,DICLOFENAC POTASSIUM 50 MG TA,DICLOFENAC POTASSIUM,Voltaren Rapidelets, 50 MG TA,TABLET
881643,MESALAZINE 250 MG TE,MESALAZINE,Salofalk Enteric Coated, 250 MG TE,TABLET DR
881651,MESALAZINE 500 MG TE,MESALAZINE,Salofalk Enteric Coated, 500 MG TE,TABLET DR
881686,STREPTOKINASE 1.5MM UNIT HS,STREPTOKINASE,Streptase, 1.5MM UNIT HS,VIAL
881783,MENTHOL  OA,MENTHOL  OA,Icy Blue Ointment,,OINT. (G)
882410,ISOPROPYL ALCOHOL IN GLYCERIN 95 %-5 % SO,ISOPROPYL ALCOHOL IN GLYCERIN,Swim-Ear, 95 %-5 % SO,DROPS
882623,NACL INH/NEBULIZER 0.45 % YK,NACL INH/NEBULIZER,Aquapak, 0.45 % YK,KIT
882666,SODIUM BICARBONATE 650 G BZ,SODIUM BICARBONATE,Bicart, 650 G BZ,CARTDIALPR
882755,OXYGEN/CARBON DIOXIDE 88 %-12 % GA,OXYGEN/CARBON DIOXIDE,Carbon Dioxide, 88 %-12 % GA,GAS
882763,OXYGEN/CARBON DIOXIDE 77 %-23 % GA,OXYGEN/CARBON DIOXIDE,Carbon Dioxide, 77 %-23 % GA,GAS
882771,OXYGEN/CARBON DIOXIDE 50 %-50 % GA,OXYGEN/CARBON DIOXIDE,Carbon Dioxide, 50 %-50 % GA,GAS
882909,KETOROLAC TROMETHAMINE 10 MG/ML HH,KETOROLAC TROMETHAMINE,Toradol, 10 MG/ML HH,AMPUL
882917,KETOROLAC TROMETHAMINE 30 MG/ML HH,KETOROLAC TROMETHAMINE,Toradol, 30 MG/ML HH,AMPUL
883018,ZINC OXIDE/WITCH HAZEL LEAF  KA,ZINC OXIDE/WITCH HAZEL LEAF  KA,Penaten Cream,,CREAM (G)
883662,TRICLOSAN 0.75 % SL,TRICLOSAN,Prestige Antiodorant, 0.75 % SL,LIQUID
883913,POTASSIUM BITART/SODIUM BICARB 0.9G-0.6G QA,POTASSIUM BITART/SODIUM BICARB,Royvac Suppository, 0.9G-0.6G QA,SUPP.RECT
884081,MORPHINE SULFATE 25 MG/ML HQ,MORPHINE SULFATE,Morphine Su, 25 MG/ML HQ,SYRINGE
884111,MORPHINE SULFATE 50 MG/ML HQ,MORPHINE SULFATE,Morphine Su, 50 MG/ML HQ,SYRINGE
884154,LIDOCAINE HCL 10 MG/ML HV,LIDOCAINE HCL,Lidocaine Hydrochlorideection Usp, 10 MG/ML HV,VIAL
884308,BCG LIVE 27 MG HS,BCG LIVE,Bcg Therapeutic, 27 MG HS,VIAL
884324,SIMVASTATIN 5 MG TA,SIMVASTATIN,Zocor, 5 MG TA,TABLET
884332,SIMVASTATIN 10 MG TA,SIMVASTATIN,Zocor, 10 MG TA,TABLET
884340,SIMVASTATIN 20 MG TA,SIMVASTATIN,Zocor, 20 MG TA,TABLET
884359,SIMVASTATIN 40 MG TA,SIMVASTATIN,Zocor, 40 MG TA,TABLET
884367,TENOXICAM 20 MG TA,TENOXICAM,Mobiflex, 20 MG TA,TABLET
884375,LISINOPRIL/HYDROCHLOROTHIAZIDE 20-12.5 MG TA,LISINOPRIL/HYDROCHLOROTHIAZIDE,Zestoretic, 20-12.5 MG TA,TABLET
884383,LISINOPRIL/HYDROCHLOROTHIAZIDE 20 MG-25MG TA,LISINOPRIL/HYDROCHLOROTHIAZIDE,Zestoretic, 20 MG-25MG TA,TABLET
884502,LEUPROLIDE ACETATE 3.75 MG GY,LEUPROLIDE ACETATE,Lupron Depot, 3.75 MG GY,SYRINGEKIT
885029,MENTHOL 6.1MG TL,MENTHOL,Cough Drops Cherry Flavored Loz, 6.1MG TL,LOZENGE
885452,BENZTROPINE MESYLATE 0.5 MG TA,BENZTROPINE MESYLATE,Pms-Benztropine, 0.5 MG TA,TABLET
885509,MORPHINE SULFATE 1 MG/ML HQ,MORPHINE SULFATE,Morphine Sulphate, 1 MG/ML HQ,SYRINGE
885576,KAOLIN/TALC/ZINC OXIDE  KA,KAOLIN/TALC/ZINC OXIDE  KA,Protective Cream,,CREAM (G)
885770,PROPRANOLOL HCL 60 MG CR,PROPRANOLOL HCL,Inderal-La, 60 MG CR,CAP SA 24H
885797,CYTARABINE/PF 100 MG/ML HV,CYTARABINE/PF,Cytarabine, 100 MG/ML HV,VIAL
885827,FENOFIBRATE 100 MG CA,FENOFIBRATE,Lipidil, 100 MG CA,CAPSULE
885835,BENAZEPRIL HCL 5 MG TA,BENAZEPRIL HCL,Lotensin, 5 MG TA,TABLET
885843,BENAZEPRIL HCL 10 MG TA,BENAZEPRIL HCL,Lotensin, 10 MG TA,TABLET
