FullName,GenericName,Dosage
FE SULF/VIT E/PYRIDOXINE/MIN  CA,FE SULF/VIT E/PYRIDOXINE/MIN  CA,
VITAMIN E/ZINC SULFATE/SEL 400 UNIT CA,VITAMIN E/ZINC SULFATE/SEL, 400 UNIT CA
TRIMEBUTINE MALEATE 200 MG TA,TRIMEBUTINE MALEATE, 200 MG TA
VANCOMYCIN HCL 500 MG IF,VANCOMYCIN HCL, 500 MG IF
ALPHA-1-PROTEINASE INHIBITOR 1000 MG HS,ALPHA-1-PROTEINASE INHIBITOR, 1000 MG HS
VANCOMYCIN HCL 1 G IF,VANCOMYCIN HCL, 1 G IF
CROMOLYN SODIUM 4 % OA,CROMOLYN SODIUM, 4 % OA
KETOCONAZOLE 2 % SS,KETOCONAZOLE, 2 % SS
CHLORHEXIDINE GLUCONATE 1 % AS,CHLORHEXIDINE GLUCONATE, 1 % AS
MENTH/CAMPH/ALLAN/PHE/PETROLAT  OA,MENTH/CAMPH/ALLAN/PHE/PETROLAT  OA,
SALICYLIC ACID 2 % ED,SALICYLIC ACID, 2 % ED
AM.CHLOR/GG/COCILL/IPE/CRE/MEN  ST,AM.CHLOR/GG/COCILL/IPE/CRE/MEN  ST,
COCILL/GUAIA/IPE/CREO/WH-P/T-B  ST,COCILL/GUAIA/IPE/CREO/WH-P/T-B  ST,
HERBAL DRUGS  OA,HERBAL DRUGS  OA,
KARAYA GUM 62%(7GRAM) JQ,KARAYA GUM, 62%(7GRAM) JQ
GENTIAN VIOLET 2 % SA,GENTIAN VIOLET, 2 % SA
LIDOCAINE 0.5 % AS,LIDOCAINE, 0.5 % AS
CALCIUM/ASCORBIC ACID/MINERALS  TA,CALCIUM/ASCORBIC ACID/MINERALS  TA,
CALCIUM CARB/MAG OXIDE/VIT C 365-200MG TA,CALCIUM CARB/MAG OXIDE/VIT C, 365-200MG TA
CALCIUM/MAG/VITAMIN D2/ZINC  TA,CALCIUM/MAG/VITAMIN D2/ZINC  TA,
PPA/ACETAMINOPHEN 12.5-325MG TA,PPA/ACETAMINOPHEN, 12.5-325MG TA
DM/PSEUDOEPHED/ACETAMINOPHEN 10-30-325 CA,DM/PSEUDOEPHED/ACETAMINOPHEN, 10-30-325 CA
CALCIUM CARBONATE 168(420)MG TC,CALCIUM CARBONATE, 168(420)MG TC
MISC ELECTROLYTE REPLACEMENT  SO,MISC ELECTROLYTE REPLACEMENT  SO,
SALICYLIC ACID/ALCOHOL  ET,SALICYLIC ACID/ALCOHOL  ET,
SODIUM IODIDE 10 % HV,SODIUM IODIDE, 10 % HV
ACETAMINOPHEN 160 MG TC,ACETAMINOPHEN, 160 MG TC
BETAMETHASONE/PROPYLENE GLYC 0.05 % SK,BETAMETHASONE/PROPYLENE GLYC, 0.05 % SK
IFOSFAMIDE 3 G HS,IFOSFAMIDE, 3 G HS
HALOPERIDOL 5 MG/ML(1) HH,HALOPERIDOL, 5 MG/ML(1) HH
FERROUS FUMARATE 55(18)MG CA,FERROUS FUMARATE, 55(18)MG CA
PSEUDOEPHED/CODEINE/TRIPROLIDN 30-10-1.25 ST,PSEUDOEPHED/CODEINE/TRIPROLIDN, 30-10-1.25 ST
ALCOHOL ANTISEPTIC PADS  ET,ALCOHOL ANTISEPTIC PADS  ET,
MAG HYDROX/ALUMINUM HYD/SIMETH 450-500-40 SC,MAG HYDROX/ALUMINUM HYD/SIMETH, 450-500-40 SC
POTASSIUM CHLORIDE 12 MEQ TA,POTASSIUM CHLORIDE, 12 MEQ TA
CYANOCOBALAMIN (VITAMIN B-12) 30 MCG TA,CYANOCOBALAMIN (VITAMIN B-12), 30 MCG TA
VITAMIN A/ASCORBIC ACID 1600-5 CA,VITAMIN A/ASCORBIC ACID, 1600-5 CA
BILE EX/CHOLINE BIT/MAG/HC123 50 MG-35MG TA,BILE EX/CHOLINE BIT/MAG/HC123, 50 MG-35MG TA
PPA/ACETYLSALICYLIC ACID 12.5-325MG TA,PPA/ACETYLSALICYLIC ACID, 12.5-325MG TA
"INHALER, ASSIST DEVICES  EA","INHALER, ASSIST DEVICES  EA",
NEOMYCIN/BACITRACIN/POLYMYXINB 5-400-5000 OA,NEOMYCIN/BACITRACIN/POLYMYXINB, 5-400-5000 OA
FLUORIDE (SODIUM) 1.23 % KP,FLUORIDE (SODIUM), 1.23 % KP
"INTERFERON ALFA-2A,RECOMB. 18MM UNIT HS","INTERFERON ALFA-2A,RECOMB.", 18MM UNIT HS
"INTERFERON ALFA-2A,RECOMB. 6MMUNIT/ML HV","INTERFERON ALFA-2A,RECOMB.", 6MMUNIT/ML HV
"INTERFERON ALFA-2A,RECOMB. 3MMUNIT/ML HV","INTERFERON ALFA-2A,RECOMB.", 3MMUNIT/ML HV
SODIUM SALICYLATE/SOD BENZ/SLS  SL,SODIUM SALICYLATE/SOD BENZ/SLS  SL,
"WATER FOR INJECTION,STERILE  HH","WATER FOR INJECTION,STERILE  HH",
SALICYLIC ACID 15 % ET,SALICYLIC ACID, 15 % ET
E-LYTES/CARBOXYMETHYLCELLULOSE  EL,E-LYTES/CARBOXYMETHYLCELLULOSE  EL,
ALPRAZOLAM 2 MG TA,ALPRAZOLAM, 2 MG TA
MISOPROSTOL 100 MCG TA,MISOPROSTOL, 100 MCG TA
SULFADIAZINE/TRIMETHOPRIM 820-180MG TA,SULFADIAZINE/TRIMETHOPRIM, 820-180MG TA
BUDESONIDE 200 MCG AJ,BUDESONIDE, 200 MCG AJ
VITAMIN E ACID SUCCINATE 400 UNIT CA,VITAMIN E ACID SUCCINATE, 400 UNIT CA
PYRIDOXINE HCL (VITAMIN B6) 100 MG CS,PYRIDOXINE HCL (VITAMIN B6), 100 MG CS
PHENYLEPHRINE/PPA/ACETAMINOPHN 5-5-325MG TA,PHENYLEPHRINE/PPA/ACETAMINOPHN, 5-5-325MG TA
OXYBENZONE/PDO/CINOX/SUNSCREEN  SK,OXYBENZONE/PDO/CINOX/SUNSCREEN  SK,
OXYBENZONE/CINOXATE/SUNSCREEN  SL,OXYBENZONE/CINOXATE/SUNSCREEN  SL,
GUAIACOL/EPHED/COD/CP/PHENYLTX 20-25MG/5 SC,GUAIACOL/EPHED/COD/CP/PHENYLTX, 20-25MG/5 SC
SENNOSIDES  JA,SENNOSIDES  JA,
OPIUM/BELLADONNA ALKALOIDS 65 MG-15MG QA,OPIUM/BELLADONNA ALKALOIDS, 65 MG-15MG QA
"CALCIUM CARB,PHOS/VIT D3/B2/B1  TA","CALCIUM CARB,PHOS/VIT D3/B2/B1  TA",
CHLOROPHYLLIN COPPER COMPLEX 50 MG CA,CHLOROPHYLLIN COPPER COMPLEX, 50 MG CA
PSYLLIUM SEED/BRAN 225-225 MG CA,PSYLLIUM SEED/BRAN, 225-225 MG CA
THIAMINE HCL 100 MG/ML HH,THIAMINE HCL, 100 MG/ML HH
POTASSIUM CHLORIDE 4 MEQ/ML HH,POTASSIUM CHLORIDE, 4 MEQ/ML HH
METHYLENE BLUE 1 % HV,METHYLENE BLUE, 1 % HV
ASCORBATE CALCIUM 600 MG CA,ASCORBATE CALCIUM, 600 MG CA
CHROMIUM 10 MCG CA,CHROMIUM, 10 MCG CA
BETA-CAROTENE/VIT C/VIT B6/ZN  TA,BETA-CAROTENE/VIT C/VIT B6/ZN  TA,
CALCIUM/MAGNESIUM/VITAMIN D2  TA,CALCIUM/MAGNESIUM/VITAMIN D2  TA,
FE GLUC/VIT B1/B2/B3/B5/B6/B12 16-4.5/10 HH,FE GLUC/VIT B1/B2/B3/B5/B6/B12, 16-4.5/10 HH
PSEUDOEPHEDRINE HCL 120 MG TS,PSEUDOEPHEDRINE HCL, 120 MG TS
PSEUDOEPHEDRINE HCL 240 MG CS,PSEUDOEPHEDRINE HCL, 240 MG CS
PENTAMIDINE ISETHIONATE 200 MG HS,PENTAMIDINE ISETHIONATE, 200 MG HS
PENTAMIDINE ISETHIONATE 300 MG HS,PENTAMIDINE ISETHIONATE, 300 MG HS
FLECAINIDE ACETATE 50 MG TA,FLECAINIDE ACETATE, 50 MG TA
CIPROFLOXACIN HCL 250 MG TA,CIPROFLOXACIN HCL, 250 MG TA
CIPROFLOXACIN HCL 500 MG TA,CIPROFLOXACIN HCL, 500 MG TA
CIPROFLOXACIN HCL 750 MG TA,CIPROFLOXACIN HCL, 750 MG TA
KETOPROFEN 200 MG TI,KETOPROFEN, 200 MG TI
CAMPH/EUCALYP OIL/MENTH/HC 106  OA,CAMPH/EUCALYP OIL/MENTH/HC, 106  OA
ZINC OXIDE/COD LIVER OIL 40 % OA,ZINC OXIDE/COD LIVER OIL, 40 % OA
TERAZOSIN HCL 1 MG TA,TERAZOSIN HCL, 1 MG TA
TERAZOSIN HCL 5 MG TA,TERAZOSIN HCL, 5 MG TA
TERAZOSIN HCL 10 MG TA,TERAZOSIN HCL, 10 MG TA
TERAZOSIN HCL 2 MG TA,TERAZOSIN HCL, 2 MG TA
MALATHION 0.5 % SK,MALATHION, 0.5 % SK
VITAMIN A PALMITATE/PANTOT AC  TA,VITAMIN A PALMITATE/PANTOT AC  TA,
"BETA-CAROTENE(A)-C,E/SELENIUM  CA","BETA-CAROTENE(A)-C,E/SELENIUM  CA",
MAGNESIUM CARBONATE/MAG OXIDE 32-136MG TA,MAGNESIUM CARBONATE/MAG OXIDE, 32-136MG TA
FERROUS ASCORBATE 417(50) MG CA,FERROUS ASCORBATE, 417(50) MG CA
PEPSIN/BETAINE HCL 230-460MG CA,PEPSIN/BETAINE HCL, 230-460MG CA
ASCORBIC ACID 800 MG CA,ASCORBIC ACID, 800 MG CA
FOLIC ACID 1 MG CA,FOLIC ACID, 1 MG CA
CHROMIUM 200 MCG CA,CHROMIUM, 200 MCG CA
MAGNESIUM CHLORIDE 30 MG/ML SL,MAGNESIUM CHLORIDE, 30 MG/ML SL
CHROMIUM 500 MCG CA,CHROMIUM, 500 MCG CA
SALICYLIC ACID/LACTIC ACID  JG,SALICYLIC ACID/LACTIC ACID  JG,
NIACIN 500 MG CS,NIACIN, 500 MG CS
MANGANESE 50 MG CA,MANGANESE, 50 MG CA
MAGNESIUM OXIDE 500 MG CA,MAGNESIUM OXIDE, 500 MG CA
MAGNESIUM OXIDE 250 MG CA,MAGNESIUM OXIDE, 250 MG CA
CALCIUM CARBONATE 600 MG CA,CALCIUM CARBONATE, 600 MG CA
ASCORBATE CALCIUM 800 MG CA,ASCORBATE CALCIUM, 800 MG CA
CALCIUM CARB/MAG OXIDE/VIT E  CA,CALCIUM CARB/MAG OXIDE/VIT E  CA,
CALCIUM CARBONATE/MAGNESIUM OX 625-125MG CA,CALCIUM CARBONATE/MAGNESIUM OX, 625-125MG CA
"AMINO ACIDS/MV,IRON,MIN  CA","AMINO ACIDS/MV,IRON,MIN  CA",
LIPASE/PROTEASE/AMYLASE 25K-100K CE,LIPASE/PROTEASE/AMYLASE, 25K-100K CE
ASCORBIC ACID 850 MG CA,ASCORBIC ACID, 850 MG CA
PANTOTHENIC ACID (VIT B5) 500 MG CA,PANTOTHENIC ACID (VIT B5), 500 MG CA
NIACIN  PA,NIACIN  PA,
MAGNESIUM CITRATE/CALCIUM CIT  PA,MAGNESIUM CITRATE/CALCIUM CIT  PA,
CALCIUM CARBONATE  PA,CALCIUM CARBONATE  PA,
PEPSIN/BETAINE HCL 150-625 MG TA,PEPSIN/BETAINE HCL, 150-625 MG TA
LIPASE/PROTEASE/AMYLASE 8.3-52-52K TA,LIPASE/PROTEASE/AMYLASE, 8.3-52-52K TA
CHLOROXYLENOL 3 % YV,CHLOROXYLENOL, 3 % YV
CHLORPHENIRAMINE/DEXTROMETHORP 2-7.5 MG/5 SL,CHLORPHENIRAMINE/DEXTROMETHORP, 2-7.5 MG/5 SL
CARBON MONOX/HELIUM/OXYG/NITRO 0.1-10-21% GA,CARBON MONOX/HELIUM/OXYG/NITRO, 0.1-10-21% GA
CHROMIUM 250 MCG TA,CHROMIUM, 250 MCG TA
VITE AC/LINOLEIC/GAMOLENIC AC  CA,VITE AC/LINOLEIC/GAMOLENIC AC  CA,
ERYTHROMYCIN BASE 2 % SA,ERYTHROMYCIN BASE, 2 % SA
TRAZODONE HCL 300 MG TA,TRAZODONE HCL, 300 MG TA
DESMOPRESSIN ACETATE 0.2 MG TA,DESMOPRESSIN ACETATE, 0.2 MG TA
IPRATROPIUM BROMIDE 20 MCG AS,IPRATROPIUM BROMIDE, 20 MCG AS
CHLORPHENIRAMINE/PHENYLPROPAN 4-37.5MG/5 SC,CHLORPHENIRAMINE/PHENYLPROPAN, 4-37.5MG/5 SC
CALCITRIOL 1 MCG/ML SJ,CALCITRIOL, 1 MCG/ML SJ
DESMOPRESSIN ACETATE 0.1 MG TA,DESMOPRESSIN ACETATE, 0.1 MG TA
OXYBENZONE/PADIMATE O/CINOXATE  EH,OXYBENZONE/PADIMATE O/CINOXATE  EH,
OXYBENZONE/DIOXYBEN/PDO/CINOX  EH,OXYBENZONE/DIOXYBEN/PDO/CINOX  EH,
OXYBENZONE/PADIMATE O/CINOXATE  KA,OXYBENZONE/PADIMATE O/CINOXATE  KA,
OXYBEN/HOMOSAL/CINOX/SUNSCREEN SPF 30 SK,OXYBEN/HOMOSAL/CINOX/SUNSCREEN SPF, 30 SK
DYCLONINE HCL 1.2 MG TL,DYCLONINE HCL, 1.2 MG TL
CHLOROPHYLLIN COPPER COMPLEX 50 MG/15ML SL,CHLOROPHYLLIN COPPER COMPLEX, 50 MG/15ML SL
VITAMIN A/VIT C/VIT E/MIN/PAP  CA,VITAMIN A/VIT C/VIT E/MIN/PAP  CA,
ME-SALICYLATE/MENTH/CAMPH/TURP 30-16-10% SK,ME-SALICYLATE/MENTH/CAMPH/TURP, 30-16-10% SK
FLAXSEED  PA,FLAXSEED  PA,
DANDELION ROOT 510MG CA,DANDELION ROOT, 510MG CA
PARSLEY 430MG CA,PARSLEY, 430MG CA
BECLOMETHASONE DIPROPIONATE 100 MCG TD,BECLOMETHASONE DIPROPIONATE, 100 MCG TD
BECLOMETHASONE DIPROPIONATE 200 MCG TD,BECLOMETHASONE DIPROPIONATE, 200 MCG TD
THEOPHYLLINE IN DEXTROSE 5 % 800MG/0.5L HM,THEOPHYLLINE IN DEXTROSE , 5 % 800MG/0.5L HM
THEOPHYLLINE IN DEXTROSE 5 % 200MG/50ML HM,THEOPHYLLINE IN DEXTROSE , 5 % 200MG/50ML HM
"HEPARIN SODIUM,PORCINE/NS/PF 1000/500ML HM","HEPARIN SODIUM,PORCINE/NS/PF", 1000/500ML HM
DIMETHICONE/ZINC OXIDE  KA,DIMETHICONE/ZINC OXIDE  KA,
BENZOCAINE/ZINC OXIDE  KA,BENZOCAINE/ZINC OXIDE  KA,
BENZOCAINE/CALAMINE  SK,BENZOCAINE/CALAMINE  SK,
CALCIUM CARBONATE/VITAMIN D3  SL,CALCIUM CARBONATE/VITAMIN D3  SL,
EUCALYPTUS/ME-SAL/MENTHOL/CAMP  JG,EUCALYPTUS/ME-SAL/MENTHOL/CAMP  JG,
BENZOPHENONE/OCTINOX/SUNSCREEN  SK,BENZOPHENONE/OCTINOX/SUNSCREEN  SK,
FERROUS GLUCONATE 444(50) MG TA,FERROUS GLUCONATE, 444(50) MG TA
SALBUTAMOL SULPHATE 400 MCG TD,SALBUTAMOL SULPHATE, 400 MCG TD
SALBUTAMOL SULPHATE 200 MCG TD,SALBUTAMOL SULPHATE, 200 MCG TD
CEFACLOR 375 MG/5ML PD,CEFACLOR, 375 MG/5ML PD
GENTAMICIN SULFATE 1.6 MG/ML HV,GENTAMICIN SULFATE, 1.6 MG/ML HV
SODIUM CITRATE/TARTARIC ACID  PA,SODIUM CITRATE/TARTARIC ACID  PA,
LACTASE 3400 UNIT CA,LACTASE, 3400 UNIT CA
B COMPLEX W-C NO.20/FOLIC ACID 1 MG CA,B COMPLEX W-C NO.20/FOLIC ACID, 1 MG CA
FOLIC ACID/VIT B COMPLEX AND C 1.75 MG PA,FOLIC ACID/VIT B COMPLEX AND C, 1.75 MG PA
THIAMINE MONONITRATE (VIT B1) 50 MG TA,THIAMINE MONONITRATE (VIT B1), 50 MG TA
GUAR GUM 715MG TA,GUAR GUM, 715MG TA
LEUPROLIDE ACETATE 7.5 MG GY,LEUPROLIDE ACETATE, 7.5 MG GY
CICLOPIROX OLAMINE 1 % SK,CICLOPIROX OLAMINE, 1 % SK
CISAPRIDE MONOHYDRATE 5 MG TA,CISAPRIDE MONOHYDRATE, 5 MG TA
CISAPRIDE MONOHYDRATE 10 MG TA,CISAPRIDE MONOHYDRATE, 10 MG TA
CISAPRIDE MONOHYDRATE 1 MG/ML SC,CISAPRIDE MONOHYDRATE, 1 MG/ML SC
DESMOPRESSIN (NONREFRIGERATED) 10/SPRAY AT,DESMOPRESSIN (NONREFRIGERATED), 10/SPRAY AT
SUCRALFATE 1 G/10 ML SC,SUCRALFATE, 1 G/10 ML SC
AMINO ACIDS 8.5 %/DEXTROSE 40% 8.5 % HM,AMINO ACIDS 8.5 %/DEXTROSE , 8.5 %/DEXTROSE 40% 8.5 % HM
ATTAPULGITE 600MG/15ML SC,ATTAPULGITE, 600MG/15ML SC
DIPHENHYDRAMINE/B-CAINE/MENTH 2%-1.5%-1% SK,DIPHENHYDRAMINE/B-CAINE/MENTH, 2%-1.5%-1% SK
LIDOCAINE/POVIDONE-IODINE 1 %-10 % YK,LIDOCAINE/POVIDONE-IODINE, 1 %-10 % YK
MAGNESIUM CITRATE 200 MG TA,MAGNESIUM CITRATE, 200 MG TA
NIACIN/NIACINAMIDE 3 MG-250MG TA,NIACIN/NIACINAMIDE, 3 MG-250MG TA
CA PANTOTHENATE/VIT B6/VIT B2 50-25-10MG TA,CA PANTOTHENATE/VIT B6/VIT B2, 50-25-10MG TA
PANCREATIN 50 MG TA,PANCREATIN, 50 MG TA
GAMOLENIC ACID/VITAMIN E 250MG-10 CA,GAMOLENIC ACID/VITAMIN E, 250MG-10 CA
PSEUDOEPHED/ACETAMINOPHEN/CPM  JL,PSEUDOEPHED/ACETAMINOPHEN/CPM  JL,
PSEUDOEPHEDRINE/ACETAMINOPHEN 60-325MG PP,PSEUDOEPHEDRINE/ACETAMINOPHEN, 60-325MG PP
SALICYLIC ACID 27 % SL,SALICYLIC ACID, 27 % SL
LIDOCAINE HCL 40 MG/ML HV,LIDOCAINE HCL, 40 MG/ML HV
LOBELIA 130 MG TA,LOBELIA, 130 MG TA
LIPASE/PROTEASE/AMYLASE 12K-45K-45 CE,LIPASE/PROTEASE/AMYLASE, 12K-45K-45 CE
"POT CHLORIDE/MV,CA,FE,MIN  TA","POT CHLORIDE/MV,CA,FE,MIN  TA",
OCTREOTIDE ACETATE 50 MCG/ML HH,OCTREOTIDE ACETATE, 50 MCG/ML HH
OCTREOTIDE ACETATE 100 MCG/ML HH,OCTREOTIDE ACETATE, 100 MCG/ML HH
OCTREOTIDE ACETATE 500 MCG/ML HH,OCTREOTIDE ACETATE, 500 MCG/ML HH
VERAPAMIL HCL 2.5 MG/ML HH,VERAPAMIL HCL, 2.5 MG/ML HH
AMINO ACIDS 4.25%/DEXTROSE 10% 4.25 % HM,AMINO ACIDS 4.25%/DEXTROSE , 4.25%/DEXTROSE 10% 4.25 % HM
AMINO ACIDS 4.25%/DEXTROSE 20% 4.25 % HM,AMINO ACIDS 4.25%/DEXTROSE , 4.25%/DEXTROSE 20% 4.25 % HM
LISINOPRIL 10 MG TA,LISINOPRIL, 10 MG TA
LISINOPRIL 20 MG TA,LISINOPRIL, 20 MG TA
LISINOPRIL 5 MG TA,LISINOPRIL, 5 MG TA
AMINO ACIDS 10%/DEXTROSE 10 % 10 % HM,AMINO ACIDS 10%/DEXTROSE , 10%/DEXTROSE 10 % 10 % HM
COCI/GUAIA/IPE/CREO/P-EPD/MEN  ST,COCI/GUAIA/IPE/CREO/P-EPD/MEN  ST,
PSYLLIUM SEED 500 MG CA,PSYLLIUM SEED, 500 MG CA
VITAMIN E 250 UNIT/G KA,VITAMIN E, 250 UNIT/G KA
PYRIDOXINE HCL (VITAMIN B6) 0.5 MG CA,PYRIDOXINE HCL (VITAMIN B6), 0.5 MG CA
GLUTAMIC ACID 340 MG TA,GLUTAMIC ACID, 340 MG TA
FERROUS GLUCONATE/VIT B COMP  SL,FERROUS GLUCONATE/VIT B COMP  SL,
VITAMIN E 20 UNIT CA,VITAMIN E, 20 UNIT CA
OXYBENZONE/CINOXATE/SUNSCREEN  EH,OXYBENZONE/CINOXATE/SUNSCREEN  EH,
YOHIMBINE HCL 6 MG TA,YOHIMBINE HCL, 6 MG TA
PSEUDOEPHED/CODEINE/GUAIFEN 30-3.3-100 ST,PSEUDOEPHED/CODEINE/GUAIFEN, 30-3.3-100 ST
PSEUDOEPHED/CODEINE/GUAIFEN 30-10-100 ST,PSEUDOEPHED/CODEINE/GUAIFEN, 30-10-100 ST
SULFACETAMIDE/PREDNISOLONE SP 10 %-0.23% SO,SULFACETAMIDE/PREDNISOLONE SP, 10 %-0.23% SO
PHENYLEPHRINE HCL/ACETAMINOPHN 10MG-650MG PP,PHENYLEPHRINE HCL/ACETAMINOPHN, 10MG-650MG PP
FLUNARIZINE HCL 5 MG CA,FLUNARIZINE HCL, 5 MG CA
LEVAMISOLE HCL 50 MG TA,LEVAMISOLE HCL, 50 MG TA
TICARCILLIN/K CLAVULANATE 3.1G HS,TICARCILLIN/K CLAVULANATE, 3.1G HS
CLOBAZAM 10 MG TA,CLOBAZAM, 10 MG TA
PROCATEROL HCL 10 MCG AJ,PROCATEROL HCL, 10 MCG AJ
OMEPRAZOLE 20 MG CE,OMEPRAZOLE, 20 MG CE
BELLADONNA ALKALOIDS  SL,BELLADONNA ALKALOIDS  SL,
DOCUSATE SODIUM 50 MG/ML ST,DOCUSATE SODIUM, 50 MG/ML ST
LIPASE/PROTEASE/AMYLASE 4K-11K-11K CE,LIPASE/PROTEASE/AMYLASE, 4K-11K-11K CE
BALSAM PERU  SL,BALSAM PERU  SL,
ZINC GLUCONATE 50 MG CA,ZINC GLUCONATE, 50 MG CA
VIT A/VITAMIN D3/CLO/CAPELIN  SU,VIT A/VITAMIN D3/CLO/CAPELIN  SU,
RANITIDINE HCL 150 MG CA,RANITIDINE HCL, 150 MG CA
RANITIDINE HCL 300 MG CA,RANITIDINE HCL, 300 MG CA
ASCORBIC ACID/THIAMINE/MANG  TA,ASCORBIC ACID/THIAMINE/MANG  TA,
ERGOCALCIFEROL (VIT D2)/MIN  TA,ERGOCALCIFEROL (VIT D2)/MIN  TA,
GALACTOSIDASE/BROMELAIN/PAPAIN 50-250-75 TA,GALACTOSIDASE/BROMELAIN/PAPAIN, 50-250-75 TA
MAGNESIUM 250 MG TA,MAGNESIUM, 250 MG TA
CALCIUM/VITAMIN D2 300MG-100 TC,CALCIUM/VITAMIN D2, 300MG-100 TC
DEXTROMETHORPHAN/PSEUDOEPHED 15-30MG/5 SL,DEXTROMETHORPHAN/PSEUDOEPHED, 15-30MG/5 SL
DEXTROMETHORPHAN/PSEUDOEPHED 7.5-15MG/5 ST,DEXTROMETHORPHAN/PSEUDOEPHED, 7.5-15MG/5 ST
METHYLTESTOSTERONE 10 MG CA,METHYLTESTOSTERONE, 10 MG CA
TESTOSTERONE CYPIONATE 200 MG/ML HV,TESTOSTERONE CYPIONATE, 200 MG/ML HV
POTASSIUM CHLORIDE 2 MEQ/ML HH,POTASSIUM CHLORIDE, 2 MEQ/ML HH
SODIUM CHLORIDE 0.9 % AM,SODIUM CHLORIDE, 0.9 % AM
AA 4.25 %/CALCIUM/LYTES/D25W 4.25 % HM,AA , 4.25 %/CALCIUM/LYTES/D25W 4.25 % HM
AA 3.5 %/CALC/LYTES/DEXT 25 % 3.5 % HM,AA 3.5 %/CALC/LYTES/DEXT , 3.5 %/CALC/LYTES/DEXT 25 % 3.5 % HM
AA 4.25%/CALCIUM/LYTES/DEX 20% 4.25 % HM,AA 4.25%/CALCIUM/LYTES/DEX , 4.25%/CALCIUM/LYTES/DEX 20% 4.25 % HM
MOMETASONE FUROATE 0.1 % OA,MOMETASONE FUROATE, 0.1 % OA
MOMETASONE FUROATE 0.1 % KA,MOMETASONE FUROATE, 0.1 % KA
BUDESONIDE 200 MCG AY,BUDESONIDE, 200 MCG AY
BUDESONIDE 400 MCG AY,BUDESONIDE, 400 MCG AY
FELODIPINE 5 MG TI,FELODIPINE, 5 MG TI
FELODIPINE 10 MG TI,FELODIPINE, 10 MG TI
ENALAPRIL SODIUM 2MG(2.5MG) TA,ENALAPRIL SODIUM, 2MG(2.5MG) TA
CEFTRIAXONE SODIUM 10 G HS,CEFTRIAXONE SODIUM, 10 G HS
ACETYLSALICYLIC ACID 500 MG TE,ACETYLSALICYLIC ACID, 500 MG TE
BUDESONIDE 100 MCG AY,BUDESONIDE, 100 MCG AY
NIFEDIPINE 10 MG TA,NIFEDIPINE, 10 MG TA
ACETIC ACID/ALUMINUM ACETATE  SO,ACETIC ACID/ALUMINUM ACETATE  SO,
NITROGLYCERIN 0.4MG/HR PV,NITROGLYCERIN, 0.4MG/HR PV
0.9 % SODIUM CHLORIDE 0.9 % HH,0.9 % SODIUM CHLORIDE, 0.9 % HH
"DIMETH/ZINC OXIDE/PETROLAT,WHT  OA","DIMETH/ZINC OXIDE/PETROLAT,WHT  OA",
HERBAL DRUGS/VALERIAN  ST,HERBAL DRUGS/VALERIAN  ST,
CHLORHEXIDIN/ISOPROPYL ALCOHOL 2 %-4 % SL,CHLORHEXIDIN/ISOPROPYL ALCOHOL, 2 %-4 % SL
EDETIC ACID/CHLOROXYLENOL 0.2%-1.5% SL,EDETIC ACID/CHLOROXYLENOL, 0.2%-1.5% SL
IODINE  SL,IODINE  SL,
PHENOLPHTHALEIN 65 MG TC,PHENOLPHTHALEIN, 65 MG TC
AUROTHIOGLUCOSE 50 MG/ML HV,AUROTHIOGLUCOSE, 50 MG/ML HV
PROPOFOL 10 MG/ML HH,PROPOFOL, 10 MG/ML HH
OXYBEN/HOMOSAL/CINOX/SUNSCREEN SPF 25 SK,OXYBEN/HOMOSAL/CINOX/SUNSCREEN SPF, 25 SK
CALCIUM LACTATE 100 % PA,CALCIUM LACTATE, 100 % PA
VIT E/CALCIUM CARB/SELENIUM 225-100-25 TA,VIT E/CALCIUM CARB/SELENIUM, 225-100-25 TA
PADIMATE O 4 % JG,PADIMATE O, 4 % JG
TIO2/OXYBENZONE/PDO/CINOXATE  KA,TIO2/OXYBENZONE/PDO/CINOXATE  KA,
PIPERACILLIN SODIUM 40 G HS,PIPERACILLIN SODIUM, 40 G HS
GOSERELIN ACETATE 3.6 MG IA,GOSERELIN ACETATE, 3.6 MG IA
TANNIC ACID 7 % JG,TANNIC ACID, 7 % JG
TETRAHYDROZOLINE/POLYETHYL GLY 0.05 %-1 % SO,TETRAHYDROZOLINE/POLYETHYL GLY, 0.05 %-1 % SO
SODIUM CHLORIDE 0.7 % SO,SODIUM CHLORIDE, 0.7 % SO
BELLADONNA ALKALOIDS  PA,BELLADONNA ALKALOIDS  PA,
IODINE/KELP  TA,IODINE/KELP  TA,
ZINC/COPPER  TA,ZINC/COPPER  TA,
IRON 25 MG TA,IRON, 25 MG TA
TRICLOSAN 0.2 % EE,TRICLOSAN, 0.2 % EE
HEMODIALYSIS SOLN 19 WITHOUT K 1-0.5MMOL SA,HEMODIALYSIS SOLN , 19 WITHOUT K 1-0.5MMOL SA
HEMODIALYS #10 WITHOUT K OR CA 0.38MMOL/L SA,HEMODIALYS #10 WITHOUT K OR CA, 0.38MMOL/L SA
HEMODIALYSIS SOLUTION NO.29 3-1.25MMOL SA,HEMODIALYSIS SOLUTION NO.29, 3-1.25MMOL SA
HEMODIALYSIS SOLUTION NO.47 1-1-.5MMOL SA,HEMODIALYSIS SOLUTION NO.47, 1-1-.5MMOL SA
