,FullDosage,MedName,Dosage/Concentration,Quantity
56817,HELIUM/OXYGEN 50 %-50 % GA,HELIUM/OXYGEN,50 %-50 % GA,0
56818,CALCIUM CARB/VIT C/VITAMIN D2  TA,CALCIUM,CARB/VIT C/VITAMIN D2  TA,0
56820,CALCIUM CARBONATE/VITAMIN D2 600 MG-200 CA,CALCIUM,CARBONATE/VITAMIN D2 600 MG-200 CA,0
56822,ALTRETAMINE 50 MG CA,ALTRETAMINE,50 MG CA,0
56823,ACEBUTOLOL HCL 100 MG TA,ACEBUTOLOL,HCL 100 MG TA,0
56824,ACEBUTOLOL HCL 200 MG TA,ACEBUTOLOL,HCL 200 MG TA,0
56860,CAPTOPRIL 12.5 MG TA,CAPTOPRIL,12.5 MG TA,0
56861,BETAXOLOL HCL 0.5 % SO,BETAXOLOL,HCL 0.5 % SO,0
56866,NITROGLYCERIN 400MCG/SPR BD,NITROGLYCERIN,400MCG/SPR BD,0
56867,NORETHINDRONE-ETHIN. ESTRADIOL 7-9-5 TA,NORETHINDRONE-ETHIN.,ESTRADIOL 7-9-5 TA,0
56869,ACETYLSALICYLIC ACID/BUFFERS 325 MG CA,ACETYLSALICYLIC,ACID/BUFFERS 325 MG CA,0
56872,SALICYLIC ACID/SULFUR 1%-3.75% KA,SALICYLIC,ACID/SULFUR 1%-3.75% KA,0
56935,BARIUM SULFATE 55 % SL,BARIUM,SULFATE 55 % SL,0
56936,BARIUM SULFATE 1.2 % SC,BARIUM,SULFATE 1.2 % SC,0
56938,BARIUM SULFATE 98 % QX,BARIUM,SULFATE 98 % QX,0
56941,MAG/ALUMINUM/SOD BICARB/ALGINC 20 MG-80MG TC,MAG/ALUMINUM/SOD,BICARB/ALGINC 20 MG-80MG TC,0
56942,CALCIUM/MAGNESIUM 100MG-50MG TA,CALCIUM/MAGNESIUM,100MG-50MG TA,0
56957,STANNOUS FLUORIDE 1.64 % SA,STANNOUS,FLUORIDE 1.64 % SA,0
56959,PEPSIN 100 MG TA,PEPSIN,100 MG TA,0
56960,B-COMPLEX WITH VITAMIN C  SL,B-COMPLEX,WITH VITAMIN C  SL,0
56961,VIT E ACET/ROSE OIL  CA,VIT,E ACET/ROSE OIL  CA,0
56963,CALCIUM CARBONATE/MAGNESIUM OX 1000-334MG TA,CALCIUM,CARBONATE/MAGNESIUM OX 1000-334MG TA,0
56964,CALCIUM/MAGNESIUM OXIDE 400-200 MG TA,CALCIUM/MAGNESIUM,OXIDE 400-200 MG TA,0
56971,LIDOCAINE/CAMPHOR/BENZALKONIUM  AS,LIDOCAINE/CAMPHOR/BENZALKONIUM, AS,0
56974,DOXORUBICIN HCL 20 MG HS,DOXORUBICIN,HCL 20 MG HS,0
56977,EPIRUBICIN HCL 20 MG HS,EPIRUBICIN,HCL 20 MG HS,0
57073,DIGITALIS LEAF 1 UNIT TA,DIGITALIS,LEAF 1 UNIT TA,0
57162,ATTAPULGITE 750 MG TA,ATTAPULGITE,750 MG TA,0
57164,ACETYLSALICYLIC AC/CAFF/HOMATP  TA,ACETYLSALICYLIC,AC/CAFF/HOMATP  TA,0
57165,ZINC GLUCONATE 23 MG TL,ZINC,GLUCONATE 23 MG TL,0
57166,CYANOCOBALAMIN/FOLIC ACID 1 MG-0.1MG TA,CYANOCOBALAMIN/FOLIC,ACID 1 MG-0.1MG TA,0
57198,ETHYL ALCOHOL 100 % SL,ETHYL,ALCOHOL 100 % SL,0
57201,POTASSIUM CITRATE 99 MG TA,POTASSIUM,CITRATE 99 MG TA,0
57203,FOLIC ACID/ASCORBIC ACID 1 MG-20 MG TA,FOLIC,ACID/ASCORBIC ACID 1 MG-20 MG TA,0
57204,ASCORBIC ACID/THIAMINE 20MG-100MG TA,ASCORBIC,ACID/THIAMINE 20MG-100MG TA,0
57205,ASCORBIC ACID/PANTOTHENIC ACID 100-500 MG TA,ASCORBIC,ACID/PANTOTHENIC ACID 100-500 MG TA,0
57206,PYRIDOXINE HCL(B6)/ASCORBIC AC 250MG-50MG TA,PYRIDOXINE,HCL(B6)/ASCORBIC AC 250MG-50MG TA,0
57207,ASCORBIC ACID/NIACINAMIDE 50MG-250MG TA,ASCORBIC,ACID/NIACINAMIDE 50MG-250MG TA,0
57208,ASCORBIC ACID/RIBOFLAVIN 20MG-100MG TA,ASCORBIC,ACID/RIBOFLAVIN 20MG-100MG TA,0
57209,VIT E/SELENIUM/VIT C/MANGANESE 400-100-10 TA,VIT,E/SELENIUM/VIT C/MANGANESE 400-100-10 TA,0
57210,HAEMOPH B POLYSAC CONJ-DIP TOX  HS,HAEMOPH,B POLYSAC CONJ-DIP TOX  HS,0
57211,PSEUDOEPHED/ACETAMINOPHEN/CP/C  SL,PSEUDOEPHED/ACETAMINOPHEN/CP/C, SL,0
57212,DEXTROMETHORPHAN/P-EPHED/CPM/C  PP,DEXTROMETHORPHAN/P-EPHED/CPM/C, PP,0
57216,NIACIN/NIACINAMIDE 100-300 MG TA,NIACIN/NIACINAMIDE,100-300 MG TA,0
57226,ACTIVATED CHARCOAL 200 MG/ML SC,ACTIVATED,CHARCOAL 200 MG/ML SC,0
57231,"MEASLES,MUMPS,RUBELLA LIVE VAC  HS","MEASLES,MUMPS,RUBELLA",LIVE VAC  HS,0
57233,CALCIUM CITRATE/MAGNESIUM CIT 80 MG-80MG CA,CALCIUM,CITRATE/MAGNESIUM CIT 80 MG-80MG CA,0
57239,CALCIUM CITRATE 150 MG CA,CALCIUM,CITRATE 150 MG CA,0
57241,MAGNESIUM CITRATE 140 MG CA,MAGNESIUM,CITRATE 140 MG CA,0
57247,MANGANESE 30 MG CA,MANGANESE,30 MG CA,0
57248,SODIUM BICARBONATE 0.5MEQ/ML HV,SODIUM,BICARBONATE 0.5MEQ/ML HV,0
57263,VIT B6/ZINC/ZINC ACETATE  AS,VIT,B6/ZINC/ZINC ACETATE  AS,0
57264,ALUMINUM HYDROXIDE 0.275 % OA,ALUMINUM,HYDROXIDE 0.275 % OA,0
57295,UREA 50 % OA,UREA,50 % OA,0
57328,NEOMYCIN/BACIT/P-MYX/HYDROCORT 3.5-10K-1 OA,NEOMYCIN/BACIT/P-MYX/HYDROCORT,3.5-10K-1 OA,0
57334,CALCIUM CARB/VIT D2/MINERALS  SL,CALCIUM,CARB/VIT D2/MINERALS  SL,0
57335,TRAZODONE HCL 150 MG TA,TRAZODONE,HCL 150 MG TA,0
57357,TITANIUM DIOXIDE/PADIMATE O  KA,TITANIUM,DIOXIDE/PADIMATE O  KA,0
57363,ACETYLSALICYLIC ACID 325 MG TB,ACETYLSALICYLIC,ACID 325 MG TB,0
57364,ACETYLSALICYLIC ACID 500 MG TB,ACETYLSALICYLIC,ACID 500 MG TB,0
57371,ACTIVATED CHARCOAL/SIMETHICONE 140MG-45MG WT,ACTIVATED,CHARCOAL/SIMETHICONE 140MG-45MG WT,0
57408,VITAMIN B COMPLEX/FOLIC ACID 1 MG TA,VITAMIN,B COMPLEX/FOLIC ACID 1 MG TA,0
57409,KETOCONAZOLE 2 % KA,KETOCONAZOLE,2 % KA,0
57410,RIBAVIRIN 6 G BE,RIBAVIRIN,6 G BE,0
57421,CAMPHOR/PHENOL/ALLANT/PETROLAT 0.5-0.5-1% OA,CAMPHOR/PHENOL/ALLANT/PETROLAT,0.5-0.5-1% OA,0
57430,CYPROTERONE ACETATE 50 MG TA,CYPROTERONE,ACETATE 50 MG TA,0
57431,HYDROCORTISONE ACETATE 2.5 % OA,HYDROCORTISONE,ACETATE 2.5 % OA,0
57542,VIT B12/PYRIDOXINE/THIAMINE  HS,VIT,B12/PYRIDOXINE/THIAMINE  HS,0
57543,VIT B12/PYRIDOXINE/THIAMINE  TA,VIT,B12/PYRIDOXINE/THIAMINE  TA,0
57545,CHLORAMPHENICOL/HYDROCORTISONE  SN,CHLORAMPHENICOL/HYDROCORTISONE, SN,0
57546,CHLORAMPHENICOL/HYDROCORTISONE 1 %-1 % OA,CHLORAMPHENICOL/HYDROCORTISONE,1 %-1 % OA,0
57548,CHLORAMPHENICOL 0.25 % SO,CHLORAMPHENICOL,0.25 % SO,0
57549,CHLORAMPHENICOL 4.5 % SO,CHLORAMPHENICOL,4.5 % SO,0
57583,EPINEPHRINE 5 MG/ML HV,EPINEPHRINE,5 MG/ML HV,0
57587,CALCIUM CARB/MAG OXIDE/POT CHL 200-200 MG TA,CALCIUM,CARB/MAG OXIDE/POT CHL 200-200 MG TA,0
57601,HYDROMORPHONE HCL 1 MG TA,HYDROMORPHONE,HCL 1 MG TA,0
57717,CALCIUM LACTATE/MAG/VITAMIN D2  TA,CALCIUM,LACTATE/MAG/VITAMIN D2  TA,0
57719,MORPHINE SULFATE 50 MG/ML SO,MORPHINE,SULFATE 50 MG/ML SO,0
57761,"INTERFERON ALFA-2B,RECOMB. 3MM UNIT HS",INTERFERON,"ALFA-2B,RECOMB. 3MM UNIT HS",0
57762,"INTERFERON ALFA-2B,RECOMB. 5MM UNIT HS",INTERFERON,"ALFA-2B,RECOMB. 5MM UNIT HS",0
57763,"INTERFERON ALFA-2B,RECOMB. 10MM UNIT HS",INTERFERON,"ALFA-2B,RECOMB. 10MM UNIT HS",0
57764,AMIODARONE HCL 200 MG TA,AMIODARONE,HCL 200 MG TA,0
57772,ACETAMINOPHEN/CODEINE/CAFFEINE 325-8-15MG TA,ACETAMINOPHEN/CODEINE/CAFFEINE,325-8-15MG TA,0
57778,CALCIUM CITRATE/VITAMIN D2 250 MG-100 TA,CALCIUM,CITRATE/VITAMIN D2 250 MG-100 TA,0
57780,"GLY/COL OATMEAL/PETROLAT,WHT  SK",GLY/COL,"OATMEAL/PETROLAT,WHT  SK",0
57785,BENZTROPINE MESYLATE 1 MG TA,BENZTROPINE,MESYLATE 1 MG TA,0
57851,"CONDOMS, LATEX, NON-LUBRICATED  EA","CONDOMS,","LATEX, NON-LUBRICATED  EA",0
57882,FLUOROMETHOLONE 0.25 % SN,FLUOROMETHOLONE,0.25 % SN,0
57883,ELECTROLYTE SOLUTION  HV,ELECTROLYTE,SOLUTION  HV,0
57920,LEVONORGESTREL/ETHIN.ESTRADIOL 6-5-10(21) TA,LEVONORGESTREL/ETHIN.ESTRADIOL,6-5-10(21) TA,0
57951,PHENOL 1.2 % OA,PHENOL,1.2 % OA,0
57952,SENNA  SL,SENNA, SL,0
57954,SUNSCREEN  SK,SUNSCREEN, SK,0
57956,TITANIUM DIOXIDE/OXYBEN/CINOX  KA,TITANIUM,DIOXIDE/OXYBEN/CINOX  KA,0
57960,BALANCED SALT SOLN NON-SURG 3  SW,BALANCED,SALT SOLN NON-SURG 3  SW,0
57961,CATNIP/PASS FLW/HOPS/CHAMOMILE  PW,CATNIP/PASS,FLW/HOPS/CHAMOMILE  PW,0
57962,PAPAYA LEAF/PEP LF/GINGER  PW,PAPAYA,LEAF/PEP LF/GINGER  PW,0
57965,CALCIUM CARBONATE/VITAMIN D2 1625MG-200 TA,CALCIUM,CARBONATE/VITAMIN D2 1625MG-200 TA,0
57969,CHLOROXYLENOL/TRICLOSAN 0.15-0.15% JG,CHLOROXYLENOL/TRICLOSAN,0.15-0.15% JG,0
57971,BETA-CAROTENE 25000 UNIT TA,BETA-CAROTENE,25000 UNIT TA,0
57973,FE GLUCONATE/B COMP/POT IOD  SL,FE,GLUCONATE/B COMP/POT IOD  SL,0
57981,ENALAPRIL SODIUM 4 MG (5MG) TA,ENALAPRIL,SODIUM 4 MG (5MG) TA,0
58023,MEDROXYPROGESTERONE ACETATE 2.5 MG TA,MEDROXYPROGESTERONE,ACETATE 2.5 MG TA,0
58063,MINOXIDIL 2 % SA,MINOXIDIL,2 % SA,0
58065,MESALAZINE 4 G SF,MESALAZINE,4 G SF,0
58066,INTERFERON ALFA-N1 3MMUNIT/ML HV,INTERFERON,ALFA-N1 3MMUNIT/ML HV,0
58067,INTERFERON ALFA-N1 10MM/ML HV,INTERFERON,ALFA-N1 10MM/ML HV,0
58071,CALCIUM CARBONATE/VITAMIN D2 300MG-62.5 TA,CALCIUM,CARBONATE/VITAMIN D2 300MG-62.5 TA,0
58077,PANCREATIN/CELLULASE 1600-15MG TA,PANCREATIN/CELLULASE,1600-15MG TA,0
58088,OXYBENZONE/CINOXATE  SL,OXYBENZONE/CINOXATE, SL,0
58090,FAMOTIDINE 40 MG TA,FAMOTIDINE,40 MG TA,0
58103,FAMOTIDINE 20 MG TA,FAMOTIDINE,20 MG TA,0
58116,INOSITOL  PA,INOSITOL, PA,0
58117,BETA-CAROTENE/VITAMIN D2  CA,BETA-CAROTENE/VITAMIN,D2  CA,0
58121,ASCORBIC ACID 60 MG TC,ASCORBIC,ACID 60 MG TC,0
58207,EUCALYPTUS/CAMPHOR/THYME  OA,EUCALYPTUS/CAMPHOR/THYME, OA,0
58208,"POTASSIUM PHOSPHATE,MONOBASIC 1.29MMOL/1 HV",POTASSIUM,"PHOSPHATE,MONOBASIC 1.29MMOL/1 HV",0
58219,DEXTROSE 5 % AND 0.33 % NACL 5 %-0.33 % HM,DEXTROSE,5 % AND 0.33 % NACL 5 %-0.33 % HM,0
58243,POTASSIUM CHLORIDE 20 MEQ TQ,POTASSIUM,CHLORIDE 20 MEQ TQ,0
58316,THEOPHYLLINE ANHYDROUS 125 MG CK,THEOPHYLLINE,ANHYDROUS 125 MG CK,0
58367,DOXYLAMINE SUCCINATE 25 MG TA,DOXYLAMINE,SUCCINATE 25 MG TA,0
58368,"OXYBENZONE/PDO/PETROLAT,WHT  JG","OXYBENZONE/PDO/PETROLAT,WHT", JG,0
58369,HEXYLRESORCINOL 3.5 MG TL,HEXYLRESORCINOL,3.5 MG TL,0
58413,CALCIUM CARBONATE/VITAMIN D2 500 MG-100 TC,CALCIUM,CARBONATE/VITAMIN D2 500 MG-100 TC,0
58417,SALICYLIC ACID 2 % KA,SALICYLIC,ACID 2 % KA,0
58418,SALICYLIC ACID 2 % EH,SALICYLIC,ACID 2 % EH,0
58420,AMOXICILLIN 125 MG TC,AMOXICILLIN,125 MG TC,0
58421,AMOXICILLIN 250 MG TC,AMOXICILLIN,250 MG TC,0
58428,SILVER SULFADIAZINE/CHLORHEXID 1 %-0.2 % KA,SILVER,SULFADIAZINE/CHLORHEXID 1 %-0.2 % KA,0
58430,ERYTHROMYCIN BASE 125 MG CE,ERYTHROMYCIN,BASE 125 MG CE,0
58461,BENZOCAINE 20 % EH,BENZOCAINE,20 % EH,0
58464,POTASSIUM/CALCIUM/MAG/VIT C  TA,POTASSIUM/CALCIUM/MAG/VIT,C  TA,0
58821,NYSTATIN 25K UNIT/G KW,NYSTATIN,25K UNIT/G KW,0
58888,IMIPENEM/CILASTATIN SODIUM 250 MG IF,IMIPENEM/CILASTATIN,SODIUM 250 MG IF,0
58889,IMIPENEM/CILASTATIN SODIUM 500 MG IF,IMIPENEM/CILASTATIN,SODIUM 500 MG IF,0
58929,MUROMONAB-CD3 1 MG/ML HH,MUROMONAB-CD3,1 MG/ML HH,0
58951,CHLORAMPHENICOL 5 % SO,CHLORAMPHENICOL,5 % SO,0
58984,FERROUS FUM/CALCIUM/MAG/VIT D2  TA,FERROUS,FUM/CALCIUM/MAG/VIT D2  TA,0
58986,IRON FUM/C/B12/FOLIC ACID/B6  TA,IRON,FUM/C/B12/FOLIC ACID/B6  TA,0
58991,TRYPTOPHAN 500 MG CA,TRYPTOPHAN,500 MG CA,0
59046,CALCIUM 250 MG TA,CALCIUM,250 MG TA,0
59048,BENZOCAINE 8 % SK,BENZOCAINE,8 % SK,0
59055,ACETYLSALICYLIC ACID 325 MG CE,ACETYLSALICYLIC,ACID 325 MG CE,0
59056,ACETYLSALICYLIC ACID 500 MG CE,ACETYLSALICYLIC,ACID 500 MG CE,0
59101,DICYCLOMINE HCL 10 MG TA,DICYCLOMINE,HCL 10 MG TA,0
59103,PSEUDOEPHEDRINE HCL 60 MG CS,PSEUDOEPHEDRINE,HCL 60 MG CS,0
59108,HOMEOPATHIC DRUGS  ST,HOMEOPATHIC,DRUGS  ST,0
59113,METOPROLOL TARTRATE 5 MG/5 ML HV,METOPROLOL,TARTRATE 5 MG/5 ML HV,0
59115,EPINEPHRINE 1 MG/ML HQ,EPINEPHRINE,1 MG/ML HQ,0
59117,BENZOCAINE 8 % AS,BENZOCAINE,8 % AS,0
59122,ASCORBIC ACID/ZINC GLUCONATE 50-5MG TL,ASCORBIC,ACID/ZINC GLUCONATE 50-5MG TL,0
59123,CALCIUM/MAGNESIUM/VITAMIN D2  CA,CALCIUM/MAGNESIUM/VITAMIN,D2  CA,0
59126,CHOLECALCIFEROL (VITAMIN D3) 10000 UNIT TA,CHOLECALCIFEROL,(VITAMIN D3) 10000 UNIT TA,0
59127,CYANOCOBALAMIN/FOLIC ACID 1MG-400MCG TA,CYANOCOBALAMIN/FOLIC,ACID 1MG-400MCG TA,0
59129,FLUORIDE (SODIUM) 2.96 % JG,FLUORIDE,(SODIUM) 2.96 % JG,0
59145,FAT EMULSION/SOY+SAFFLOWER OIL 20 % SU,FAT,EMULSION/SOY+SAFFLOWER OIL 20 % SU,0
59146,FAT EMULSION/SOY+SAFFLOWER OIL 10 % SU,FAT,EMULSION/SOY+SAFFLOWER OIL 10 % SU,0
59209,HERBAL DRUGS/BEARBERRY LEAF  TA,HERBAL,DRUGS/BEARBERRY LEAF  TA,0
59216,CITRIC ACID/SODIUM CITRATE 334-500MG SJ,CITRIC,ACID/SODIUM CITRATE 334-500MG SJ,0
59223,DECAVITAMINS  CA,DECAVITAMINS, CA,0
59247,EPINEPHRINE 1 MG/ML(1) HH,EPINEPHRINE,1 MG/ML(1) HH,0
59285,GLYCOPYRRONIUM(GLYCOPYRROLATE) 0.4 MG/ML HV,GLYCOPYRRONIUM(GLYCOPYRROLATE),0.4 MG/ML HV,0
59286,THEOPHYLLINE ANHYDROUS 450 MG TM,THEOPHYLLINE,ANHYDROUS 450 MG TM,0
59287,LORAZEPAM 0.5 MG TU,LORAZEPAM,0.5 MG TU,0
59289,VANCOMYCIN HCL 1 G HS,VANCOMYCIN,HCL 1 G HS,0
59314,BARIUM SULFATE 3%(W/W) KA,BARIUM,SULFATE 3%(W/W) KA,0
59315,BARIUM SULFATE 45 % SL,BARIUM,SULFATE 45 % SL,0
59316,CALCIUM/MAGNESIUM 130-80MG TA,CALCIUM/MAGNESIUM,130-80MG TA,0
59323,CALCIUM CARBONATE 600 MG TC,CALCIUM,CARBONATE 600 MG TC,0
59329,SODIUM POLYSTYRENE SULFONATE 15 G/60 ML SC,SODIUM,POLYSTYRENE SULFONATE 15 G/60 ML SC,0
59331,CITRIC ACID/SODIUM CITRATE  SJ,CITRIC,ACID/SODIUM CITRATE  SJ,0
59338,VITAMIN A PALMITATE 100000/ML SO,VITAMIN,A PALMITATE 100000/ML SO,0
59485,VITAMIN A/PANTOTHENIC ACID  KA,VITAMIN,A/PANTOTHENIC ACID  KA,0
59578,HYDRALAZINE HCL 20MG/ML(1) HV,HYDRALAZINE,HCL 20MG/ML(1) HV,0
59579,ALPRAZOLAM 1 MG TA,ALPRAZOLAM,1 MG TA,0
59621,OXYQUINOLINE/CLOVE OIL  SL,OXYQUINOLINE/CLOVE,OIL  SL,0
59622,OXYQUINOLINE/CLOVE OIL  AA,OXYQUINOLINE/CLOVE,OIL  AA,0
59653,OXYBENZONE/CINOXATE  EH,OXYBENZONE/CINOXATE, EH,0
59657,VITAMIN E/THIAMINE HCL/MANG 15-25-50 TA,VITAMIN,E/THIAMINE HCL/MANG 15-25-50 TA,0
59658,ZN HVP CHELT/COPP HVP CHELT/A 50-1MG TA,ZN,HVP CHELT/COPP HVP CHELT/A 50-1MG TA,0
59659,IRON HVP CHE/FA/C/B12/COPPER 30-0.4-100 TA,IRON,HVP CHE/FA/C/B12/COPPER 30-0.4-100 TA,0
59660,DHCAAC/CHOLINE/MAG/BOL/ARTICHK 100MG-50MG TA,DHCAAC/CHOLINE/MAG/BOL/ARTICHK,100MG-50MG TA,0
59680,THIAMINE HCL 250 MG CA,THIAMINE,HCL 250 MG CA,0
59682,CALCIUM CARB/MAG OXIDE/VIT D2  TA,CALCIUM,CARB/MAG OXIDE/VIT D2  TA,0
59685,XYLOMETAZOLINE HCL 0.05 % AM,XYLOMETAZOLINE,HCL 0.05 % AM,0
59766,"HEPARIN SODIUM,PORCINE 10 UNIT/ML HV",HEPARIN,"SODIUM,PORCINE 10 UNIT/ML HV",0
59806,PILOCARPINE HCL 3 % SO,PILOCARPINE,HCL 3 % SO,0
59839,HYPROMELLOSE 2.5 % SO,HYPROMELLOSE,2.5 % SO,0
59849,0.3 % SODIUM CHLORIDE 0.3 % HM,0.3,% SODIUM CHLORIDE 0.3 % HM,0
59893,FERRIC AMCIT/CYANOCOBALAMIN  SJ,FERRIC,AMCIT/CYANOCOBALAMIN  SJ,0
59965,ISOPROPYL ALCOHOL 49 % JG,ISOPROPYL,ALCOHOL 49 % JG,0
59966,PSEUDOEPHEDRINE HCL 30 MG CA,PSEUDOEPHEDRINE,HCL 30 MG CA,0
59967,ALGINATE DRESSING 3.75X3.75 YE,ALGINATE,DRESSING 3.75X3.75 YE,0
59968,CALCIUM ALGINATE 81 MG/ML AS,CALCIUM,ALGINATE 81 MG/ML AS,0
59969,ACETYLSALICYLIC ACID 325 MG TF,ACETYLSALICYLIC,ACID 325 MG TF,0
59970,ACETAMINOPHEN 325 MG TF,ACETAMINOPHEN,325 MG TF,0
59976,ACETAMINOPHEN 500 MG TF,ACETAMINOPHEN,500 MG TF,0
59984,PEPSIN/HERBAL DRUGS/ALGINIC AC  CA,PEPSIN/HERBAL,DRUGS/ALGINIC AC  CA,0
59988,"POT CHLORIDE/MV,CAL,IRON,MINS  ZD",POT,"CHLORIDE/MV,CAL,IRON,MINS  ZD",0
59990,PREDNISOLONE ACETATE 0.5 % SN,PREDNISOLONE,ACETATE 0.5 % SN,0
60075,LEUPROLIDE ACETATE 1 MG/0.2ML YK,LEUPROLIDE,ACETATE 1 MG/0.2ML YK,0
60076,PSEUDOEPHEDRINE HCL 60 MG/5 ML SC,PSEUDOEPHEDRINE,HCL 60 MG/5 ML SC,0
60077,IOXAGLATE MEG/IOXAGLATE SODIUM 19.65-9.8 HV,IOXAGLATE,MEG/IOXAGLATE SODIUM 19.65-9.8 HV,0
60080,PPA/ACETYLSALICYLIC ACID 18.75-325 TA,PPA/ACETYLSALICYLIC,ACID 18.75-325 TA,0
60081,CHLORPHENIRAMINE MALEATE 12 MG CS,CHLORPHENIRAMINE,MALEATE 12 MG CS,0
60103,FAMOTIDINE/PF 20 MG/2 ML HV,FAMOTIDINE/PF,20 MG/2 ML HV,0
60234,BUMETANIDE 5 MG TA,BUMETANIDE,5 MG TA,0
60264,BUMETANIDE 1 MG TA,BUMETANIDE,1 MG TA,0
60296,DILTIAZEM HCL 60 MG CB,DILTIAZEM,HCL 60 MG CB,0
60297,DILTIAZEM HCL 90 MG CB,DILTIAZEM,HCL 90 MG CB,0
60298,DILTIAZEM HCL 120 MG CB,DILTIAZEM,HCL 120 MG CB,0
60300,MENTHOL/CAMPHOR/PHENOL LIQUID  OA,MENTHOL/CAMPHOR/PHENOL,LIQUID  OA,0
60301,PHENYLPROPANOLAMINE/CLEMASTINE 75-1MG TS,PHENYLPROPANOLAMINE/CLEMASTINE,75-1MG TS,0
60305,LIDOCAINE HCL/BENZALKONIUM CHL  AS,LIDOCAINE,HCL/BENZALKONIUM CHL  AS,0
60324,VITAMIN A/VIT C/VITAMIN E/ZINC  TA,VITAMIN,A/VIT C/VITAMIN E/ZINC  TA,0
60326,PANCREATIN 325 MG TA,PANCREATIN,325 MG TA,0
60330,MAGNESIUM SALICYLATE 650 MG TA,MAGNESIUM,SALICYLATE 650 MG TA,0
60335,VITAMIN A/VITAMIN E/ZINC  TA,VITAMIN,A/VITAMIN E/ZINC  TA,0
60337,COD LIVER OIL/TRACE METALS  TA,COD,LIVER OIL/TRACE METALS  TA,0
60374,OXYBENZONE/PADIMATE O/CINOXATE  SK,OXYBENZONE/PADIMATE,O/CINOXATE  SK,0
60379,CALCIUM CARB/MAG/VITAMIN D2  SL,CALCIUM,CARB/MAG/VITAMIN D2  SL,0
60381,DEXTROMETHORPHAN HBR 12.5MG/5ML ST,DEXTROMETHORPHAN,HBR 12.5MG/5ML ST,0
60404,MEDROXYPROGESTERONE ACETATE 10 MG TA,MEDROXYPROGESTERONE,ACETATE 10 MG TA,0
60446,ZINC OXIDE 40 % OA,ZINC,OXIDE 40 % OA,0
60454,CHROMIUM HVP CHELATE 500 MCG TA,CHROMIUM,HVP CHELATE 500 MCG TA,0
60456,CALCIUM CITRATE 350 MG TA,CALCIUM,CITRATE 350 MG TA,0
60459,CALCIUM CARBONATE/VITAMIN D3 500 MG-125 TA,CALCIUM,CARBONATE/VITAMIN D3 500 MG-125 TA,0
60460,CALCIUM CITRAT/D3/MAGNESIUM OX 100 MG-100 CA,CALCIUM,CITRAT/D3/MAGNESIUM OX 100 MG-100 CA,0
60461,ACETYLSALICYLIC ACID/CAFFEINE 325-55MG CA,ACETYLSALICYLIC,ACID/CAFFEINE 325-55MG CA,0
60482,HERBAL DRUGS/VAL/YEL.JASMINE  TA,HERBAL,DRUGS/VAL/YEL.JASMINE  TA,0
60490,THYMOL/SODIUM/ALUM/OXYQUINOL  PA,THYMOL/SODIUM/ALUM/OXYQUINOL, PA,0
60494,DIGOXIN 0.0625 MG TA,DIGOXIN,0.0625 MG TA,0
60495,CLOTRIMAZOLE 10 % KV,CLOTRIMAZOLE,10 % KV,0
60525,MEGESTROL ACETATE 160 MG TA,MEGESTROL,ACETATE 160 MG TA,0
60526,PARENT.AMINO ACID 7 % NO1(PED) 7 % HM,PARENT.AMINO,ACID 7 % NO1(PED) 7 % HM,0
60527,PARENT.AMINO ACID 10% NO5(PED) 10 % HM,PARENT.AMINO,ACID 10% NO5(PED) 10 % HM,0
60530,IPRATROPIUM BROMIDE 250 MCG/ML SA,IPRATROPIUM,BROMIDE 250 MCG/ML SA,0
60531,ACETYLSALICYLIC ACID 325 MG TG,ACETYLSALICYLIC,ACID 325 MG TG,0
60533,ASCORBATE CALCIUM 750 MG TA,ASCORBATE,CALCIUM 750 MG TA,0
60534,MAGNESIUM SULFATE/HERBAL DRUGS  SL,MAGNESIUM,SULFATE/HERBAL DRUGS  SL,0
60554,CALCIUM CARB/MAG/VITAMIN D2  CA,CALCIUM,CARB/MAG/VITAMIN D2  CA,0
60555,CHLORHEXIDINE GLUCONATE 3 % KA,CHLORHEXIDINE,GLUCONATE 3 % KA,0
60703,HYDROCORTISONE ACETATE/UREA 0.5 % KA,HYDROCORTISONE,ACETATE/UREA 0.5 % KA,0
60735,BENZYL ALC/FORMALD/CETYL ALC  SL,BENZYL,ALC/FORMALD/CETYL ALC  SL,0
60736,CALCIUM CARB/MAGNESIUM HYDROX 317-64MG TC,CALCIUM,CARB/MAGNESIUM HYDROX 317-64MG TC,0
60748,ACETAMINOPHEN 160 MG/5ML SL,ACETAMINOPHEN,160 MG/5ML SL,0
60766,"ANTIHEMOPHILIC FACTOR,PORCINE 550 (+/-) HS",ANTIHEMOPHILIC,"FACTOR,PORCINE 550 (+/-) HS",0
60767,THEOPHYLLINE ANHYDROUS 400 MG TI,THEOPHYLLINE,ANHYDROUS 400 MG TI,0
60768,THEOPHYLLINE ANHYDROUS 600 MG TI,THEOPHYLLINE,ANHYDROUS 600 MG TI,0
60782,ISOPROPYL ALCOHOL  SA,ISOPROPYL,ALCOHOL  SA,0
60783,SALICYLIC ACID/SULFUR  SS,SALICYLIC,ACID/SULFUR  SS,0
60784,ZINC OXIDE/EUGENOL/ZINC ACET  ZD,ZINC,OXIDE/EUGENOL/ZINC ACET  ZD,0
60785,ASCORBIC ACID/PANTOT AC/MIN  PA,ASCORBIC,ACID/PANTOT AC/MIN  PA,0
